ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
2004-06-04 17:00:00,3.6,1116,-200,16.6,1198,-200,811,-200,1863,1045,28.3,27.5,1.0418,30.42664789,14.56847435,45.2802399
2004-06-04 18:00:00,3.3,1097,-200,16.9,1206,-200,813,-200,1867,1088,26.5,29.7,1.0123,33.14670135,17.00644149,49.47240069
2004-06-04 19:00:00,3.6,1116,-200,17.5,1226,-200,792,-200,1938,1038,25.7,31.8,1.0317,36.52748493,20.55606121,52.09580125
2004-06-04 20:00:00,2.9,1057,-200,13.1,1087,-200,871,-200,1769,981,24.4,35.2,1.0632,39.64589837,24.45108577,55.61835695
2004-06-04 21:00:00,1.9,973,-200,9.2,949,-200,987,-200,1615,820,23.5,36.9,1.0518,41.94273378,26.20957796,56.46500109
2004-06-04 22:00:00,2,1016,-200,10,977,-200,951,-200,1652,948,22.4,41,1.1006,43.53787129,29.02227148,59.89587434
2004-06-04 23:00:00,2.9,1120,-200,13.1,1088,-200,849,-200,1785,1067,21.7,44.7,1.1451,44.92117635,28.55477691,61.09863593
2004-06-05 00:00:00,2.7,1076,-200,12.9,1080,-200,846,-200,1787,1070,21.1,48.1,1.1864,46.39128841,29.91402404,62.18499307
2004-06-05 01:00:00,1.5,937,-200,7.8,890,-200,970,-200,1625,877,20.7,50,1.203,47.82543186,32.44917376,63.60965973
2004-06-05 02:00:00,1.6,980,-200,9.2,948,-200,888,-200,1702,1028,19.8,53.1,1.2093,48.96331893,33.71645556,63.87072528
2004-06-05 03:00:00,1.3,937,-200,6.9,853,-200,962,-200,1604,969,19.8,53.6,1.2214,49.81509565,34.39187901,65.33585971
2004-06-05 04:00:00,0.7,852,-200,4.5,739,37,1095,63,1525,837,19.6,54.8,1.236,50.66828839,34.70170856,66.24081664
2004-06-05 05:00:00,0.7,858,-200,4.9,757,57,1066,71,1542,904,19.3,57.3,1.265,51.62169422,34.96972484,66.06069955
2004-06-05 06:00:00,1.2,963,-200,7.9,894,131,942,91,1702,1065,19.7,58.4,1.3254,52.14259628,36.40476238,68.29222564
2004-06-05 07:00:00,1.5,966,-200,7.4,874,171,969,95,1682,999,19.8,59.4,1.3554,51.21342086,35.80907918,68.16412789
2004-06-05 08:00:00,1.5,983,-200,8,901,187,954,96,1691,986,20.9,54.8,1.3387,48.08707402,33.30046983,65.50269817
2004-06-05 09:00:00,1.6,990,-200,7.6,881,133,985,81,1685,874,22.4,47.9,1.2817,43.0291098,26.57767596,58.62545794
2004-06-05 10:00:00,1.1,891,-200,5.3,780,87,1110,68,1543,689,24.1,41.3,1.2202,37.34375666,22.50047296,53.45075453
2004-06-05 11:00:00,1.1,883,-200,5.3,778,61,1130,57,1545,608,25.9,36.9,1.2133,32.58501449,18.38224833,48.19481485
2004-06-05 12:00:00,1.4,914,-200,8,900,86,1010,68,1596,706,30.7,26,1.1287,29.59147584,12.87459945,46.46221747
2004-06-05 13:00:00,1.4,896,-200,8.4,917,83,1017,72,1577,704,30.3,25.2,1.0652,28.14967251,12.41371432,42.83639021
2004-06-05 14:00:00,1,841,-200,6,811,61,1135,62,1463,609,30.1,25.4,1.0641,27.51706348,11.34832883,42.57170408
2004-06-05 15:00:00,1.3,926,-200,7.3,868,80,1048,75,1599,687,27.6,35.1,1.2764,27.2618681,11.97162967,42.59077301
2004-06-05 16:00:00,1.9,1133,-200,10.2,984,110,838,92,1897,976,26.6,47.6,1.6315,27.63150439,12.31291529,43.03035291
2004-06-05 17:00:00,1.7,1042,-200,9,939,108,917,89,1744,860,30.4,31.3,1.3331,29.15880062,13.62560168,43.87225803
2004-06-05 18:00:00,2.3,1124,-200,14,1118,134,793,105,1915,1021,27.8,35,1.282,31.95664331,17.23327147,45.87632136
2004-06-05 19:00:00,2.4,1157,-200,16.1,1183,133,738,111,1970,1079,26.6,37.9,1.2994,35.42152659,19.9491511,51.33855565
2004-06-05 20:00:00,1.8,989,-200,8.2,906,118,954,102,1681,826,23.4,44.4,1.2646,38.62920433,23.11937095,54.91666235
2004-06-05 21:00:00,0.6,841,-200,3.8,699,17,1123,30,1508,558,23,51.1,1.4175,41.01925012,24.54555065,56.92097565
2004-06-05 22:00:00,0.8,916,-200,5.6,791,26,1007,43,1588,679,22.1,53.5,1.4087,42.71026843,27.62664333,58.75106938
2004-06-05 23:00:00,1.7,1008,-200,8,900,55,907,67,1681,850,21.6,53.6,1.3674,44.19080814,29.25093803,60.01543483
2004-06-06 00:00:00,1.1,895,-200,5.6,792,39,975,58,1574,733,21.9,52.7,1.365,45.75816825,30.22512315,60.60546337
2004-06-06 01:00:00,0.6,810,-200,3.8,702,15,1093,24,1529,612,21.3,54.9,1.3707,47.2882261,31.16595324,62.15133471
2004-06-06 02:00:00,1.1,968,-200,6.6,840,47,891,58,1727,788,17.5,79.1,1.5709,48.51935775,31.40673996,64.35390911
2004-06-06 03:00:00,1.1,922,-200,7,859,-200,871,-200,1739,728,17.6,78.6,1.5722,49.46040151,33.03860948,64.93886988
2004-06-06 04:00:00,1,892,-200,5.2,773,49,926,62,1660,724,17.1,81.8,1.5816,50.39762152,35.21755033,67.08482009
2004-06-06 05:00:00,0.5,806,-200,2.4,615,21,1172,34,1525,543,16.6,80.2,1.5002,51.4286149,35.18696909,66.57503426
2004-06-06 06:00:00,0.7,827,-200,3.1,659,33,1115,46,1552,616,16.8,77.4,1.4739,52.01954319,36.13239875,68.51011598
2004-06-06 07:00:00,1,881,-200,5.2,776,63,1037,62,1623,677,18.3,66.5,1.381,51.15180445,36.22531929,66.15624332
2004-06-06 08:00:00,1.2,877,-200,5.9,808,73,1011,70,1614,723,20.4,55.8,1.3196,48.07738391,32.78025827,64.01548855
2004-06-06 09:00:00,0.7,784,-200,2.8,638,51,1314,54,1412,529,21.6,45.3,1.1533,43.06103491,27.99269228,59.85380886
2004-06-06 10:00:00,0.9,806,-200,3.4,675,61,1270,61,1414,528,23.1,39.4,1.0983,37.40631654,20.2866677,52.46643727
2004-06-06 11:00:00,0.8,775,-200,3,653,52,1349,53,1365,491,25.4,31.6,1.0058,32.66670038,16.75682703,47.89320098
2004-06-06 12:00:00,0.8,773,-200,3.4,676,49,1331,49,1374,489,26.6,29,0.9928,29.68039959,14.21493039,45.07083784
2004-06-06 13:00:00,0.5,734,-200,2.3,603,40,1471,48,1303,450,25.9,28.8,0.9475,28.23372162,13.33487008,44.01806448
2004-06-06 14:00:00,0.5,757,-200,2.7,635,36,1445,45,1345,451,27,28,0.981,27.58406032,12.26510739,42.84017395
2004-06-06 15:00:00,0.7,817,-200,3.6,688,51,1299,60,1435,512,23.6,38.1,1.0917,27.29973127,12.4174314,42.9344454
2004-06-06 16:00:00,0.9,815,-200,4.2,720,56,1225,59,1418,525,25.9,32,1.0529,27.62841028,12.22805019,42.78508821
2004-06-06 17:00:00,1,844,-200,4.9,757,71,1186,67,1445,556,26.3,31.5,1.0643,29.10334307,13.01002428,44.93739723
2004-06-06 18:00:00,1.2,880,-200,5.9,807,79,1123,72,1510,599,23.9,36.8,1.0774,31.83798941,16.74486876,47.79006653
2004-06-06 19:00:00,1.3,906,-200,6.6,838,117,1084,88,1547,694,23.7,36.8,1.0609,35.22956659,17.87110988,50.75178986
2004-06-06 20:00:00,1.6,904,-200,7.6,882,127,1048,94,1549,744,22.5,37.8,1.0157,38.35469383,23.64257797,53.27193494
2004-06-06 21:00:00,1.4,877,-200,7,858,118,1080,89,1535,724,21.8,39.2,1.0115,40.65394261,24.05818587,54.95003833
2004-06-06 22:00:00,1.7,918,-200,7.5,879,130,1030,96,1569,804,20.9,42.6,1.04,42.24703656,25.99086086,57.8437507
2004-06-06 23:00:00,1.7,930,-200,8.4,914,131,991,98,1631,862,20,45.6,1.0555,43.62375214,28.28284752,59.45634187
2004-06-07 00:00:00,1.4,870,-200,7,858,102,1061,95,1557,811,19.3,47.9,1.059,45.08270996,29.24333327,60.96347452
2004-06-07 01:00:00,0.8,793,-200,3.9,703,48,1222,64,1439,627,18.7,49,1.0462,46.50118756,30.35801655,62.35823713
2004-06-07 02:00:00,0.4,760,-200,2.6,626,22,1263,38,1386,575,17.8,54.1,1.0938,47.6190231,32.95007282,62.84382985
2004-06-07 03:00:00,0.3,733,-200,2,588,-200,1281,-200,1394,589,18.6,52.7,1.1206,48.4465614,32.57403102,64.23038956
2004-06-07 04:00:00,-200,726,-200,2.1,591,22,1263,34,1386,579,17.2,57.9,1.127,49.27159955,32.43466357,64.79354456
2004-06-07 05:00:00,0.5,732,-200,2.4,613,44,1273,40,1413,605,18.2,54.1,1.1155,50.19327536,34.85876549,65.38224125
2004-06-07 06:00:00,1.5,933,-200,9.6,962,167,867,76,1705,974,17.3,57.6,1.1289,50.6792801,35.05900108,66.25359153
2004-06-07 07:00:00,2.6,1061,-200,15.4,1162,220,777,90,1898,1132,19.9,49.4,1.1354,49.71251189,35.29580374,65.91922959
2004-06-07 08:00:00,4.3,1201,-200,25,1428,285,664,118,2249,1378,21.7,44.2,1.1321,46.54640792,32.00013186,61.79791553
2004-06-07 09:00:00,3.1,1065,-200,15.1,1151,272,801,118,1894,1160,23.5,40,1.1386,41.44710735,25.73714027,57.43991471
2004-06-07 10:00:00,2.9,1075,-200,17.4,1222,238,774,122,1943,1213,28.4,29.7,1.1345,35.71947183,20.7551351,51.57677773
2004-06-07 11:00:00,2.5,998,-200,14.1,1119,207,832,120,1780,1057,31.6,24.1,1.0994,30.91817578,14.70973993,45.45940994
2004-06-07 12:00:00,1.9,922,-200,11.8,1042,152,887,132,1744,832,31.3,24.1,1.0816,27.88252038,12.26504473,42.58382662
2004-06-07 13:00:00,2.5,1023,-200,14.9,1147,185,829,115,1842,983,34.4,20.4,1.0857,26.39977236,11.54086402,41.98470539
2004-06-07 14:00:00,2.5,1039,-200,16,1180,184,833,127,1815,1047,33.7,21.3,1.0988,25.72814372,9.370884383,41.26858489
2004-06-07 15:00:00,2.8,1054,-200,16.5,1195,205,815,126,1848,1078,35.9,18.9,1.0999,25.43661634,9.560043504,41.8597103
2004-06-07 16:00:00,2.3,1022,-200,15.2,1155,172,871,113,1840,979,34.3,19.4,1.0279,25.7733715,9.619637788,41.07411937
2004-06-07 17:00:00,3.3,1082,-200,18.9,1266,227,788,124,1910,1139,33.5,19.9,1.0112,27.27199253,11.793945,42.79378963
2004-06-07 18:00:00,2.8,1056,-200,19,1268,187,786,108,1896,1111,30.5,24.2,1.0386,30.04610383,13.62214639,44.6095926
2004-06-07 19:00:00,4.8,1243,-200,28.9,1524,290,647,142,2281,1470,30.3,26.2,1.1161,33.49291136,18.83542638,49.7528615
2004-06-07 20:00:00,2.5,1029,-200,13.4,1097,155,825,125,1827,980,27,36.7,1.2898,36.68884607,21.13449824,52.40999073
2004-06-07 21:00:00,2,1004,-200,10.9,1011,108,867,116,1754,893,24.6,41.9,1.2752,39.07411549,23.44894477,54.61559644
2004-06-07 22:00:00,1.8,979,-200,8.9,937,94,919,101,1683,858,23.3,44.5,1.2566,40.76790678,24.75542124,57.18679416
2004-06-07 23:00:00,1.7,972,-200,8.5,919,103,934,101,1668,904,22.4,46.9,1.2544,42.25929285,26.14636808,57.99384237
2004-06-08 00:00:00,1.3,942,-200,6.7,846,78,980,92,1615,905,21.7,50.8,1.3019,43.846031,29.2745033,59.73715478
2004-06-08 01:00:00,0.7,825,-200,4.2,720,38,1129,55,1511,678,21,51.9,1.2794,45.4043849,29.55475169,61.05100503
2004-06-08 02:00:00,0.5,780,-200,2.5,621,26,1277,42,1452,586,20.5,54.3,1.2926,46.67303942,31.54910924,61.81814201
2004-06-08 03:00:00,0.4,746,-200,1.7,565,-200,1369,-200,1423,608,20.9,52.5,1.2852,47.66105932,33.00219689,62.51105532
2004-06-08 04:00:00,0.3,734,-200,1.4,538,19,1449,30,1400,514,21,53.1,1.3031,48.65484918,34.05377293,64.68780395
2004-06-08 05:00:00,0.5,785,-200,2.8,640,35,1265,40,1467,588,19.6,57.1,1.2851,49.75205742,34.45426654,65.59075687
2004-06-08 06:00:00,1.4,946,-200,8.8,931,126,917,69,1745,884,18.2,62.3,1.2903,50.41880582,34.77891952,65.17826299
2004-06-08 07:00:00,3.3,1201,-200,19.4,1279,309,683,100,2144,1338,19.5,57.7,1.2966,49.63636059,34.56479935,65.20191819
2004-06-08 08:00:00,5.8,1377,-200,36.1,1688,376,525,125,2746,1708,21.6,51.7,1.313,46.65648311,31.62828388,61.56107897
2004-06-08 09:00:00,5,1346,-200,27.1,1481,441,602,174,2367,1681,23.9,44.4,1.3029,41.7436118,26.19635909,57.87409329
2004-06-08 10:00:00,3.5,1230,-200,19,1268,309,698,171,2049,1509,28.1,35.2,1.312,36.20090194,21.28497403,51.77264516
2004-06-08 11:00:00,2.9,1160,-200,16.9,1208,220,728,149,1925,1330,31.4,28.6,1.298,31.58133525,16.90923118,47.72819002
2004-06-08 12:00:00,2.5,1146,-200,15.7,1171,168,761,124,1902,1138,33.7,25.5,1.3095,28.72255311,13.47015142,44.15003099
2004-06-08 13:00:00,2.3,1078,-200,14.1,1121,149,818,119,1806,963,35.9,20.8,1.2103,27.41021408,12.2716249,43.98374455
2004-06-08 14:00:00,2.4,1111,-200,16.5,1194,160,794,130,1875,1015,37.5,18.1,1.1529,26.90099178,11.23925239,43.23338611
2004-06-08 15:00:00,2.6,1083,-200,14.8,1141,177,825,143,1793,1008,37.7,17.7,1.1383,26.76241677,10.47511693,42.27655536
2004-06-08 16:00:00,2.2,1056,-200,13,1083,-200,865,-200,1723,898,37.8,17.4,1.1219,27.24132232,12.64491239,42.57137966
2004-06-08 17:00:00,3.5,1220,-200,21.4,1334,176,695,183,2066,1215,36.6,20.6,1.2445,28.87006202,13.6993026,45.32884466
2004-06-08 18:00:00,3.9,1268,-200,23.6,1393,202,650,161,2144,1334,32.5,26,1.2502,31.76116241,16.83898599,47.55463665
2004-06-08 19:00:00,4.5,1256,-200,25,1430,255,660,170,2151,1380,30.8,27.2,1.1832,35.31087534,20.03404365,50.31516005
2004-06-08 20:00:00,3.8,1213,-200,21.6,1341,210,683,143,2090,1601,28.8,30.2,1.1761,38.59483171,22.6081881,54.53202528
2004-06-08 21:00:00,2.8,1145,-200,15.7,1170,157,751,123,1894,1376,26.7,35.4,1.2233,41.05260136,25.52004213,56.98530366
2004-06-08 22:00:00,1.7,1050,-200,10.9,1011,96,836,89,1739,1161,25.3,40.7,1.291,42.80290262,27.49637725,59.42002979
2004-06-08 23:00:00,1.2,972,-200,8.1,902,59,933,67,1647,878,24.9,41.2,1.2809,44.33451277,27.01113732,59.52143629
2004-06-09 00:00:00,1.6,1020,-200,10.2,984,81,853,81,1753,1031,23.7,45.1,1.3033,45.94506902,30.21366677,60.4384195
2004-06-09 01:00:00,1,934,-200,7.5,878,40,940,54,1644,847,22.5,49,1.3151,47.51089074,31.10502505,63.41574393
2004-06-09 02:00:00,0.9,914,-200,5.8,801,42,965,57,1609,908,22.3,50.6,1.3486,48.77089239,33.28839002,64.48919229
2004-06-09 03:00:00,0.5,824,-200,3.8,698,-200,1107,-200,1517,733,22,50.5,1.3199,49.73453832,34.69494242,67.15825399
2004-06-09 04:00:00,0.5,817,-200,3.3,672,31,1113,51,1501,751,20.8,54.4,1.3229,50.68879676,34.32688762,66.60197699
2004-06-09 05:00:00,0.5,833,-200,4,708,54,1084,58,1525,799,20.3,56,1.3204,51.73203594,36.52443147,67.20135993
2004-06-09 06:00:00,1,935,-200,8.1,905,88,899,69,1675,954,20.5,54.8,1.3073,52.33124395,36.64407597,68.57114836
2004-06-09 07:00:00,3.5,1297,-200,22.3,1359,261,630,107,2214,1425,21.7,50.6,1.2981,51.46868845,37.44439956,67.55420369
2004-06-09 08:00:00,6.4,1496,-200,36.9,1705,357,507,151,2691,2147,23.4,46.1,1.3091,48.39725433,33.0918734,63.85976407
2004-06-09 09:00:00,2.9,1201,-200,17.5,1224,265,701,146,1987,1532,25.1,43,1.3488,43.38261137,28.46439938,58.42128634
2004-06-09 10:00:00,3.4,1267,-200,19.3,1276,247,676,165,2059,1570,30.1,32.8,1.3795,37.72923839,22.64200593,53.53378258
2004-06-09 11:00:00,2.8,1224,-200,17.6,1228,189,711,159,1972,1380,34.7,25.9,1.4069,32.99151634,17.86401931,49.2980853
2004-06-09 12:00:00,2.8,1247,-200,18.6,1257,168,701,174,2000,1337,37.2,23.2,1.4478,30.00854403,14.36793398,47.15665358
2004-06-09 13:00:00,2.8,1183,-200,18,1241,183,721,167,1937,1308,39.5,18.3,1.2917,28.56747779,12.03578807,43.35370907
2004-06-09 14:00:00,2.3,1078,-200,14,1116,157,815,137,1761,1013,40.6,15.3,1.1485,27.92651087,13.21728813,43.29067745
2004-06-09 15:00:00,1.8,1076,-200,10.9,1012,113,894,116,1665,816,40.3,16.1,1.1896,27.65469691,10.75736188,42.74528871
2004-06-09 16:00:00,2,1052,-200,11.1,1019,140,896,125,1610,836,40.3,14.2,1.0494,28.00037731,12.57693597,43.51244718
2004-06-09 17:00:00,3.5,1287,-200,21.6,1340,230,699,194,2008,1267,39.6,16.7,1.1867,29.49738071,14.87752295,42.70237929
2004-06-09 18:00:00,4.9,1460,-200,27.6,1493,277,586,222,2288,1649,37.3,23.4,1.4672,32.25965808,16.88829298,47.49298834
2004-06-09 19:00:00,4.6,1357,-200,25.6,1445,295,620,206,2195,1622,33.7,27.7,1.4213,35.6848183,20.87444875,51.85360155
2004-06-09 20:00:00,3.4,1234,-200,18.6,1257,212,695,162,2019,1349,30.7,32.2,1.3983,38.84976609,22.94023506,54.04859354
2004-06-09 21:00:00,2.7,1151,-200,15.2,1154,151,747,132,1894,1186,28.4,35.7,1.3549,41.19524713,25.63630035,56.16547501
2004-06-09 22:00:00,1.9,1065,-200,11.7,1038,110,805,107,1763,1026,26.5,38.6,1.3154,42.84104437,27.66440783,58.15159074
2004-06-09 23:00:00,1.5,984,-200,8.7,929,83,917,84,1654,817,25.4,40.1,1.2822,44.2768765,29.30096098,59.20876575
2004-06-10 00:00:00,1,938,-200,7.6,881,48,956,61,1607,662,24.1,43.3,1.2839,45.80118878,30.21485851,61.79930841
2004-06-10 01:00:00,0.7,878,-200,5.2,774,27,1065,42,1527,552,23.9,45.6,1.3328,47.29096677,31.81048457,62.7608101
2004-06-10 02:00:00,1,919,-200,5.9,807,48,967,66,1598,775,22,52.8,1.3752,48.48564259,33.61817564,63.82771294
2004-06-10 03:00:00,0.6,836,-200,4,709,-200,1085,-200,1498,646,20.7,56.1,1.3565,49.39504505,33.71980628,65.2570273
2004-06-10 04:00:00,-200,814,-200,3.3,673,33,1138,50,1488,647,20.1,57.3,1.3352,50.30635087,34.37750681,65.55265815
2004-06-10 05:00:00,0.9,872,-200,5.4,782,75,1001,76,1607,874,19.5,59.4,1.3328,51.3179801,34.97026618,66.17067715
2004-06-10 06:00:00,1.2,949,-200,8.7,929,101,887,78,1711,973,20,56.6,1.3095,51.89681719,36.03726319,67.39354494
2004-06-10 07:00:00,2.9,1227,-200,19.9,1292,214,661,104,2087,1327,21.7,53.9,1.3848,51.02487396,35.99701597,66.76631618
2004-06-10 08:00:00,4.8,1360,-200,30.4,1561,290,545,139,2525,1626,23.7,49,1.4152,47.95463243,32.16424122,63.64788101
2004-06-10 09:00:00,4.3,1318,-200,24.6,1420,311,586,166,2316,1640,25.9,44.3,1.4544,42.95121947,26.61708625,58.15516267
2004-06-10 10:00:00,3.1,1196,-200,16.9,1208,234,705,151,1981,1341,30.1,34.3,1.4414,37.3184397,21.08799432,53.62457593
2004-06-10 11:00:00,2.4,1152,-200,13.6,1102,157,770,134,1868,1113,33.5,27.2,1.3859,32.60987898,17.54199794,48.51661638
2004-06-10 12:00:00,2.8,1220,-200,15.3,1157,165,715,148,1935,1224,35.4,26.1,1.4806,29.66373205,13.55641279,45.32875289
2004-06-10 13:00:00,2.5,1182,-200,14.1,1120,137,735,126,1893,1095,37.9,23.2,1.502,28.26615531,12.50627412,43.78276108
2004-06-10 14:00:00,2.6,1167,-200,17,1210,149,719,144,1944,1152,39.7,18.7,1.3306,27.67426071,11.86017788,42.44731788
2004-06-10 15:00:00,2.3,1142,-200,13.8,1109,140,782,133,1789,1047,40.4,17.2,1.2774,27.45595451,12.43818172,43.57748059
2004-06-10 16:00:00,2.4,1157,-200,13.6,1105,139,779,139,1792,982,40,18.8,1.363,27.85838072,11.62927115,43.48444987
2004-06-10 17:00:00,3.5,1274,-200,21.2,1329,221,670,178,2054,1320,38.9,18.8,1.29,29.41413732,15.39598585,44.73810703
2004-06-10 18:00:00,4.8,1372,-200,25.9,1451,318,631,206,2183,1541,35.8,22.1,1.2792,32.23592832,16.64195806,47.79661902
2004-06-10 19:00:00,5.1,1373,-200,25.4,1440,363,635,211,2183,1510,33.1,25.9,1.2923,35.72011651,20.14598128,49.72329614
2004-06-10 20:00:00,4.7,1290,-200,23.6,1393,341,655,180,2146,1511,30.9,28.2,1.2388,38.94237834,23.79958162,54.41712481
2004-06-10 21:00:00,2.4,1056,-200,12,1051,163,826,116,1758,1078,27.5,32.6,1.176,41.34226587,26.36269615,56.66896679
2004-06-10 22:00:00,2.5,1116,-200,14.2,1123,157,768,118,1826,1235,26.3,34.3,1.1605,43.03841915,27.56792307,58.23242649
2004-06-10 23:00:00,2.7,1106,-200,14.2,1122,202,783,115,1813,1202,25.5,34.1,1.0968,44.51948018,29.23267473,59.13737629
2004-06-11 00:00:00,1.5,1018,-200,10.4,992,102,839,96,1710,1103,24.7,39.3,1.2065,46.08289821,29.99622424,61.41543652
2004-06-11 01:00:00,1.1,919,-200,7.5,880,70,915,86,1628,1013,24.2,39.5,1.1764,47.60475683,31.72518431,63.71433111
2004-06-11 02:00:00,0.6,807,-200,3.5,681,41,1092,65,1435,765,24.8,37.8,1.1639,48.82369233,32.23967996,64.94746612
2004-06-11 03:00:00,0.5,787,-200,2.5,620,-200,1176,-200,1403,618,22.7,43.8,1.1952,49.7488544,34.61623192,64.17898055
2004-06-11 04:00:00,0.4,789,-200,2.6,623,36,1146,53,1407,663,22,44.3,1.1553,50.66686639,36.17353335,66.08795742
2004-06-11 05:00:00,0.6,825,-200,4,709,68,1050,74,1491,813,19.3,51.4,1.1364,51.67572809,35.63873615,68.79660567
2004-06-11 06:00:00,1,912,-200,7,858,92,923,69,1608,894,19.8,50.4,1.1525,52.24204233,35.11944376,66.6170545
2004-06-11 07:00:00,4.6,1339,-200,24.8,1425,332,595,131,2264,1495,20.5,48.2,1.1474,51.34768157,35.69021688,66.26289334
2004-06-11 08:00:00,4.8,1355,-200,28.9,1526,333,567,134,2397,1658,22.8,42.7,1.1667,48.24513259,33.17211745,62.99843233
2004-06-11 09:00:00,4,1250,-200,21.5,1336,298,632,148,2104,1506,25.6,35.8,1.1548,43.19967095,27.75741996,57.18107002
2004-06-11 10:00:00,-200,1105,-200,12.9,1079,-200,788,-200,1774,1168,30,27.5,1.1509,37.51539179,22.81174283,52.97406461
2004-06-11 11:00:00,2,1076,-200,12.2,1055,146,817,-200,1734,993,34.4,21,1.1248,32.74630939,16.89088699,48.44992588
2004-06-11 12:00:00,2,1096,-200,13.1,1087,120,801,111,1759,910,35.9,19.6,1.1422,29.73117899,14.74907541,44.51343041
2004-06-11 13:00:00,2,1093,-200,13.3,1094,108,797,110,1769,912,37.2,18.2,1.1389,28.25684203,13.50100173,43.42164918
2004-06-11 14:00:00,1.9,1027,-200,12.5,1066,109,837,110,1689,814,37.3,16.6,1.0435,27.58121079,13.31811601,43.51086879
2004-06-11 15:00:00,1.9,1026,-200,13,1085,124,848,116,1654,1341,37.4,14.9,0.9413,27.27309643,10.77246895,43.0579308
2004-06-11 16:00:00,1.9,1015,-200,12.3,1062,127,877,120,1668,847,36.4,15.1,0.9005,27.58064024,11.53548769,43.77803799
2004-06-11 17:00:00,2.6,1028,-200,15.2,1155,185,832,142,1691,925,35.4,14.7,0.8323,29.03751647,13.02315485,44.574502
2004-06-11 18:00:00,3.2,1074,-200,19.1,1270,230,776,146,1833,1087,34.2,14.2,0.7502,31.75756999,16.42995756,47.88841117
2004-06-11 19:00:00,3.4,1124,-200,19.7,1289,265,765,153,1863,1132,31.1,18.7,0.8302,35.13835363,20.61262016,52.16032293
2004-06-11 20:00:00,3.4,1111,-200,18.6,1256,261,765,158,1851,1197,29.1,22,0.8702,38.25676712,22.94045998,54.99988069
2004-06-11 21:00:00,2.9,1062,-200,16.1,1183,219,794,140,1731,1229,27.2,22.5,0.7962,40.55360259,25.69645887,55.53566327
2004-06-11 22:00:00,2.7,1072,-200,15,1148,180,805,127,1683,1171,25.3,24.6,0.7796,42.14874016,26.55056812,57.12559675
2004-06-11 23:00:00,1.3,936,-200,7.3,871,108,990,97,1430,921,24.9,27.2,0.8429,43.53204528,27.79337236,58.44199806
2004-06-12 00:00:00,1.3,988,-200,8.9,937,98,894,91,1543,1008,23.5,32.2,0.922,45.00215739,28.96043199,60.44822217
2004-06-12 01:00:00,0.9,924,-200,6.6,839,57,957,68,1453,849,23.5,32.7,0.9349,46.43630091,31.2553916,62.03508247
2004-06-12 02:00:00,0.6,839,-200,4.3,725,36,1052,52,1368,668,24.1,32,0.9467,47.57418803,31.97259058,62.64758967
2004-06-12 03:00:00,0.5,826,-200,3.2,666,-200,1109,-200,1349,641,22.6,34.8,0.9441,48.42596481,33.08439618,63.70844269
2004-06-12 04:00:00,0.5,853,-200,4.1,716,45,1047,58,1414,707,20.8,40.2,0.9725,49.27915761,33.37073597,64.37342452
2004-06-12 05:00:00,0.9,918,-200,6,810,87,936,78,1524,939,18.8,46.6,1.0027,50.23256349,34.57968934,65.59095255
2004-06-12 06:00:00,0.7,890,-200,5.6,791,62,950,61,1489,886,19.8,46,1.0524,50.75346562,33.62004482,65.49895276
2004-06-12 07:00:00,0.6,865,-200,4.8,752,65,996,64,1451,837,21.3,42.3,1.0625,49.82429026,35.70077819,64.56832849
2004-06-12 08:00:00,1.3,1003,-200,8.9,937,125,850,81,1622,1005,21.3,41.8,1.0449,46.69794347,30.89331763,61.87558379
2004-06-12 09:00:00,1.9,1123,-200,13.1,1088,157,746,92,1789,1191,24,36.6,1.0772,41.63997931,25.52034677,56.33509216
2004-06-12 10:00:00,2.1,1146,-200,14.1,1119,171,746,101,1823,1200,27.2,30.7,1.0884,35.95462623,20.81118632,52.28132188
2004-06-12 11:00:00,1.8,1110,-200,11.2,1021,119,820,96,1724,971,32.3,23.6,1.1271,31.19588412,15.75708343,46.00835249
2004-06-12 12:00:00,1.8,1126,-200,10,979,110,849,101,1700,907,31.9,25.8,1.2023,28.20234552,12.71091638,43.97179732
2004-06-12 13:00:00,1.6,1067,-200,9.6,962,95,860,91,1658,802,35.1,21.8,1.2093,26.76054225,10.30878773,42.28343073
2004-06-12 14:00:00,1.2,1008,-200,7.2,866,58,937,68,1573,695,36,20.5,1.1995,26.12793328,10.94165095,41.2703726
2004-06-12 15:00:00,1.2,1062,-200,8.6,924,69,892,76,1683,777,37,20.1,1.2423,25.87273796,11.36698337,41.00941325
2004-06-12 16:00:00,1.4,1082,-200,9,939,76,869,84,1678,818,36.4,21,1.2515,26.24237431,9.66518967,42.30492333
2004-06-12 17:00:00,1.3,1042,-200,7.9,897,63,901,76,1605,681,35.2,22.6,1.267,27.76967059,11.03147036,43.20035083
